bizid,거주지 및 소득,추가 단서 사항,참여 제한 대상
R2023040610012,주민등록 또는 사업자 소재지가 부산진구인 만18세이상 39세 이하 청년,-,국가 또는 지방자치단체로부터 같은 내용의 지원을 받는 자
R2023040610013,공고일 기준 동래구 거주 만18세이상~39세이하 미취업 청년 5명(사업기간 동안 동래구 주민등록 유지),-,"직접일자리사업 중복 참여 및 반복참여자, 고용보험 가입자 등"
R2023040610014,남구 거주자,-,정부사업 및 지자체 사업 참여자
R2023040610015,"구의원, 청년단체, 지역 청년대표 등",-,-
R2023040610016,남구 거주하거나 활동하는자,-,-
R2023040610017,남구 거주자,-,-
R2023040610018,"남구 거주 또는 활동(직장, 학업 등)",-,-
R2023040610019,남구 거주 또는 활동하고 있는 청년,-,-
R2023040610020,2년제 이상 대학교 재학생,-,"휴학생, 중퇴생, 대학원생 등"
R2023040610021,청년기본법상 청년연령(만19세~만34세),-,-
R2023040610022,"주민등록상 부산시 거주 중인 만18~34세 이하, 분할상환약정 체결일로부터 1년 이상 경과, 분할상환약정 금액 50% 이상 상환, 연체 93일 미만",,-
R2023040610023,"1. 사하구에 주민등록된 만19~34세 청년2. 기준중위소득 120퍼센트 이하 가구에 속한 청년3. 2023년 실시된 어학시험(토익, 토익스피킹, 오픽, 텝스, 스널트, 플렉스, HSK, JPT, JLPT) 응시자",신청인원이 지원대상 범위 초과할 경우 다음의 기준을 순서대로 적용①기초생활수급자 및 차상위계층 ②기준중위소득(%) 낮은 자 ③시험 고득점자 ④고연령자,-
R2023040610024,금융에 관심 있는 청년 누구나,-,-
R2023040610025,6개월 이내 창업예정인 예비창업자 및 창업일로부터 3년이 경과되지 아니한 부산광역시에 소재를 둔 기업,,-
R2023040610026,주민등록 주소지가 부산광역시 부산진구인 대학생,-,주민등록상 부산진구에 1년 미만 거주 부산시내외 대학(교)에 재학(휴학)중인 자
R2023040610027,주민등록 또는 사업자 소재지가 부산진구인 만18세이상 39세 이하 청년,-,국가 또는 지방자치단체로부터 같은 내용의 지원을 받는 자
R2023040610028,주민등록상 만18세이상 39세 이하 부산진구 거주자,-,-
R2023040610029,제한없음,만39세 이하의 부산지역 청년창업가 등,-
R2023040610030,수도권 소재 2년제 이상 대학 신입생 또는 재학생으로 선발 공고일 기준으로 학생또는 보호자가 1년 이상 계속하여 동래구에 주민등록을 두고 실제 거주하고 있는 자,"심사항목 : 3개 분야(성적,  생활정도,  가산점)심사배점 : 100점(성적 40프로, 생활정도 50프로, 가산점 10프로) - 입사생은 입사생 선발기준에 따라 산정된 점수의 고득점 순으로 선발 - 동점자는 가산점 고득점자를 우선 선발하고, 생활형편, 성적순으로 선발 - 가산점 부여 : 기초생활수급자,한부모,장애인,차상위,3명이상 다자녀 가정 - 1가구당 1명 선발이 원칙이나, 기초생활수급자, 3자녀 이상 다자녀 가정은 2명까지 가능 - 입사신청자가 정원을 초과한 경우에는 심사 결과에 따라 예비후보자 명부를 작성하여 결원 발생 시 순차적으로 입사 조치 - 전체 인원의 20프로 범위 내에서 문화, 예술, 체육, 과학, 기능 분야 등에 소질과 재능이 뛰어난 신입생(재학생) 우선 선발","- 해당 기숙사로부터 퇴사처분을 받은 학생- 대학 재학 중 퇴학, 정학 등 징계처분을 받은 학생- 전염성, 정신질환, 품행불량 등으로 공동체 생활에 부적합한 학생- 입사신청시 허위 사실을 기재한 경우"
R2023040610031,제한없음,-,-
R2023040610032,남구 거주하거나 활동하는자,-,-
R2023040610033,남구 거주 대학생,-,-
R2023040610034,남구 거주자,-,-
R2023040610035,전국 만 39세 이하 창업 7년이내 청년(청년 1명이상 고용),"자격요건, 사업발전가능성 등을 고려하여 선정",직접일자리 정부사업 참여자 및 창업관련 정부사업 수혜자
R2023040610036,기장군 만 39세 이하 미취업 청년,8개월 지원,직접일자리 정부사업 참여자
R2023040610037,해양금융 분야 석사학위 과정 입학생 및 재학생,,-
R2023040610038,만40세이하 청장년층,-,-
R2023040610039,부산 거주 및 활동,-,-
R2023040610040,금정구 거주 또는 활동하는 청년,,-
R2023040610041,금정구 거주 또는 활동 청년,-,-
R2023040610042,[인턴]참여자격 - 만18~39세 이하의 우리구에 거주하는 미취업 청년*사업기간 동안 우리구 주민등록 유지**타 지역 거주자는 사업참여자로 선정되었음이 통보된 때로부터 1개월 내 전입※ 단 청년의 거주여건 등을 고려하여 인접한 타지역 거주를 제한적으로 인정,사업주가 청년과 배우자 관계 또는 직계존비속 관계인 자,-
R2023040610043,부산 청년 누구나,,-
R2023040610044,-,-,-
R2023040610045,만39세이하 미취업 청년여성,,직접일자리 정부사업 참여자
R2023040610046,금정구 내 청년,-,-
R2023040610047,"세대주 또는 보호자가 장학금 신청일 현재 강서구에 거주하며, 생활이 어려움에도 학업성적이 우수하거나 모범 적인 학교생활을 하고있는 고등학교, 대학교 재학 중인 학생",-,-
R2023040610048,연제구에 거주하는 만39세 이하 청년,-,"취업성공패키지, 청년구직활동지원금 등 정부사업 참여자"
R2023040610049,연제구 신혼부부 누구나,-,-
R2023040610050,창업에 관심있는 청년 누구나(연제구 거주자 우선),-,-
R2023040610051,청년을 포함한 누구나,-,-
R2023040610052,수영구 주민등록 미취업 청년,사업참여 기간 2년 충족하고 3개월 내 해당 지역에서 정규직으로 전화(유지) 및 창업시 인센티브 지급(1천만원 이내),"-  정부, 지방자치단체 등 직접일자리사업 중복참여자 및 2년이상 반복참여-  공고일 기준 고용보험 가입자-  일반 대학생 및 휴학생   (단, 대학교 졸업예정자로서 4년제 대학교는 4학년 1학기 이수한 자,        2년제 전문대학은 2학년 1학기 이수한 자는 참여 가능)-  금융기관 등으로부터 채무불이행으로 규제중인 자-  국세 또는 지방세 체납으로 규제중인 자-  기타 수영구청장이 위법행위 등 참여 제한의 사유가 있다고 인정되는 자"
R2023040610053,시험에 응시한 미취업 청년(만 19~34세),"주소기준 : 아래 요건을 모두 충족한 자 - 신청일부터 지원일까지 수영구에 주민등록된 자 - 출생 후 수영구 주민등록기간 합산이 2년 이상인 자근로이력 : 미취업자(고용보험 미가입자), 정부지원 일자리사업 참여자 지원 가능소득기준 : 건강보험료 부과 기준 중위소득 150% 이하 가구에 속하는 자응시관련 : 시험 응시 후 60일 이내 신청, 자격증 최종 취득여부와 무관​​""",-
R2023040610054,부산시 거주,-,-
R2023040610055,부산시 거주,-,-
R2023040610056,동구에 주민등록된 만 18세 ~ 만 39세 취업 준비 청년  (신청일 기준),-,-
R2023040610057,미취업 청년,-,타 일자리사업 참여자
R2023040610058,영도구 거주 및 활동하는 청년정책에 관심이 있는 청년,-,-
R2023040610059,영도구 거주 및 활동하는 청년정책에 경험과 지식이 있는 청년,-,-
R2023040610060,주민등록 또는 사업자 소재지가 부산진구인 만18세이상 39세 이하 청년,-,국가 또는 지방자치단체로부터 같은 내용의 지원을 받는 자
R2023040610061,주민등록 또는 사업자 소재지가 부산진구인 만18세이상 39세 이하 청년,-,-
R2023040610062,만18세 이상 39세 이하 청년,-,-
R2023040610063,○ 신청연도 기준 만 18세~40세 미만의 독립경영 3년 이하(독립경영 예정자 포함),-,"회사 등에 상근직원으로 채용되어 매월 급여를 받고 있는자일정 수준 이상의 재산및 소득이 있는자, 사업체 경영자 등"
R2023040610064,"연제구에 거주·활동하는 만 18~34세 청년, 청년정책전문가",-,-
R2023040610065,연제구에 거주·생활하는 만 18~39세 청년,-,-
R2023040610066,지역 내 창업 7년 이내 청년창업가,-,-
R2023040610067,사업장 소재지가 수영구인 창업 7년 이내의 만 39세이하 청년창업가,"청년 추가 채용시, 청년 인건비 일부(연 최대 24백만원) 지원","-  정부, 지방자치단체 등 직접일자리사업 중복참여자 및 2년이상 반복참여-  공고일 기준 고용보험 가입자-  일반 대학생 및 휴학생   (단, 대학교 졸업예정자로서 4년제 대학교는 4학년 1학기 이수한 자,        2년제 전문대학은 2학년 1학기 이수한 자는 참여 가능)-  금융기관 등으로부터 채무불이행으로 규제중인 자-  국세 또는 지방세 체납으로 규제중인 자-  기타 수영구청장이 위법행위 등 참여 제한의 사유가 있다고 인정되는 자"
R2023040610068,부산시 거주 청년 누구나,-,-
R2023040610069,부산시 거주,-,-
R2023040610070,기장군 만 39세 이하 미취업 청년,취업 후 2년 근속 시 취업성공금 1천만원 지급,직접일자리 정부사업 참여자
R2023040610071,해운대공업고등학교 재학생,-,-
R2023040610072,미취업 저소득 청년,-,-
R2023040610073,수급자 및 차상위계층,신규참여자 및 2년 이내 자활근로 참여자,-
R2023040610074,영도구 거주 미취업 청년,-,-
R2023040610075,1년이상 영도구 거주 대학 재학생,-,-
R2023040610076,주민등록상 만18세이상 39세 이하 부산진구 거주자,-,-
R2023040610077,만18세 이상 39세 이하 청년,-,-
R2023040610078,서구 거주,-,-
R2023040610079,서구민,-,-
R2023040610080,동구 거주(활동) 청년 중 동구 창업(희망)자,-,"유흥, 사행성 업종 제외"
R2023040610081,재직자 (부산 동구청 구성원(비정규직 포함),-,-
R2023040610082,부산지역에 거주하는 자,-,-
R2023040610083,"지역예술인 및 단체, 금정구민",-,-
R2023040610084,동구 거주 청년,-,-
R2023040610085,동구 거주 청년 중 동구 창업 희망자,-,"유흥, 사행성 업종 제외"
R2023040610086,동구 취·창업 준비 청년,-,-
R2023040610087,청년센터 방문 청년,-,-
R2023040610088,부산시 소재 소셜벤처창업 7년이내,-,-
R2023040610089,부산시 거주,-,-
R2023040610090,보건복지부 선정 계획 공고에 따름,,-
R2023040610091,지역대학 재학생(휴학생 포함),-,-
R2023040610092,부산경남지역 게임개발자 및 (예비)창업자,,부산지역
R2023040610093,부산·경남 소재 대학생,,-
R2023040610094,부산거주 크리에이터,,부산지역 거주 크리에이터
R2023040610095,청년 1인가구 원룸밀집지역,-,-
R2023040610096,부산지역 대학생,-,전공자 참여 불가
R2023040610097,부산 거주 미취업 청년,-,재정지원 일자리사업 중복참여 금지
R2023040610098,부산거주 청년(만39세 이하) 및 부산소재 중소기업,,직접일자리 정부사업 참여자
R2023040610099,부산청년미남회에 가입한 청년농업인,-,-
R2023040610100,부산시와 참여대학간 협약으로 양성한 청년도시재생사,-,사업 참여대학 외 제외
R2023040610101,부산시 거주 만 39세 이하 청년,,개별 공고 참고
R2023040610102,제한없음,,해당사항 없음
R2023040610103,제한없음,-,-
R2023040610104,보호종료아동,금융교육 의무 이수 후 자립정착금 사용계획서 제출,-
R2023040610105,만 19세 이상 34세 이하(출생연도 기준)* 만 19세는 2003년생 1.1 ~ 12.31 출생한 자 모두 해당(지원대상자 소득 수준과 상관없음),,-
R2023040610106,부산지역 대학교 재학생,-,-
R2023040610107,수행대학 학부생,-,대학 학부생 한정
R2023040610108,부산지역 거주 및 부산 출신 웹툰(만화) 창작자,-,-
R2023040610109,부산지역 거주 시민 및 웹툰 작가 지망생,-,-
R2023040610110,부산소재 청년(만 39세 미만) (예비)창업가,-,-
R2023040610111,부산 지역 대학생,-,-
R2023040610112,부산 거주 미취업 청년,-,재정지원 일자리사업 중복참여 금지
R2023040610113,부산지역 대학생 등,-,-
R2023040610114,4-H에 가입한 청년 농업인,매년 신규 영농 4-H 회원 모집,-
R2023040610115,없음,-,-
R2023040610116,제한없음,일부 훈련교육 내일배움카드 발급 필요,재직자
R2023040610117,채용공공기관별 자격 요건에 따름,"1. 시험과목, 응시자격, 가산점 등 세부사항은 기관별 채용 홈페이지 내 공고문 참조2. 필기시험 이후 일정(서류전형, 면접시험, 합격자 발표 등)은 기관별 채용 일정에 의함",각 기관별 참여 요건에 따름
